"workerid","proliferate.condition","block_id","condition","item_id","original_choice","response","rt","trial_num","verb","error","response_corr","response_num","discourse_type"
346,"condition1","0","juede_unclear",116,"觉得","juede",19123,10,"juede",NA,"correct",1,"unconstrained"
346,"condition1","1","yiwei_contrastive",2,"以为","yiwei",17545,12,"yiwei",NA,"correct",1,"constrained"
346,"condition1","1","juede_contrastive",19,"觉得","juede",11010,13,"juede",NA,"correct",1,"constrained"
346,"condition1","1","yiwei_contrastive",9,"以为","yiwei",44573,14,"yiwei",NA,"correct",1,"constrained"
346,"condition1","1","yiwei_unclear",101,"以为","yiwei",7625,15,"yiwei",NA,"correct",1,"unconstrained"
346,"condition1","1","juede_unclear",117,"以为","yiwei",36224,16,"juede",NA,"incorrect",0,"unconstrained"
346,"condition1","1","juede_unclear",120,"觉得","juede",19946,17,"juede",NA,"correct",1,"unconstrained"
346,"condition1","1","juede_contrastive",17,"觉得","juede",36597,18,"juede",NA,"correct",1,"constrained"
346,"condition1","1","yiwei_unclear",103,"以为","yiwei",16201,20,"yiwei",NA,"correct",1,"unconstrained"
346,"condition1","2","juede_contrastive",13,"以为","yiwei",9368,22,"juede",NA,"incorrect",0,"constrained"
346,"condition1","2","yiwei_unclear",102,"觉得","juede",10913,23,"yiwei",NA,"incorrect",0,"unconstrained"
346,"condition1","2","yiwei_unclear",106,"以为","yiwei",20699,24,"yiwei",NA,"correct",1,"unconstrained"
346,"condition1","2","juede_unclear",112,"觉得","juede",15751,25,"juede",NA,"correct",1,"unconstrained"
346,"condition1","2","juede_contrastive",14,"觉得","juede",16988,27,"juede",NA,"correct",1,"constrained"
346,"condition1","2","juede_unclear",111,"觉得","juede",10334,28,"juede",NA,"correct",1,"unconstrained"
346,"condition1","2","yiwei_contrastive",7,"以为","yiwei",29661,29,"yiwei",NA,"correct",1,"constrained"
346,"condition1","2","yiwei_contrastive",1,"以为","yiwei",29946,30,"yiwei",NA,"correct",1,"constrained"
346,"condition1","3","yiwei_unclear",105,"以为","yiwei",15475,31,"yiwei",NA,"correct",1,"unconstrained"
346,"condition1","3","yiwei_contrastive",8,"以为","yiwei",45732,32,"yiwei",NA,"correct",1,"constrained"
346,"condition1","3","juede_contrastive",12,"觉得","juede",10808,33,"juede",NA,"correct",1,"constrained"
346,"condition1","3","yiwei_unclear",108,"觉得","juede",21395,34,"yiwei",NA,"incorrect",0,"unconstrained"
346,"condition1","3","yiwei_contrastive",10,"以为","yiwei",5513,35,"yiwei",NA,"correct",1,"constrained"
346,"condition1","3","juede_contrastive",18,"觉得","juede",35478,38,"juede",NA,"correct",1,"constrained"
346,"condition1","3","juede_unclear",115,"觉得","juede",12775,39,"juede",NA,"correct",1,"unconstrained"
346,"condition1","3","juede_unclear",113,"觉得","juede",8827,40,"juede",NA,"correct",1,"unconstrained"
346,"condition1","4","juede_unclear",119,"觉得","juede",14253,42,"juede",NA,"correct",1,"unconstrained"
346,"condition1","4","yiwei_unclear",104,"以为","yiwei",10369,43,"yiwei",NA,"correct",1,"unconstrained"
346,"condition1","4","juede_contrastive",11,"觉得","juede",5954,44,"juede",NA,"correct",1,"constrained"
346,"condition1","4","yiwei_contrastive",3,"以为","yiwei",13436,45,"yiwei",NA,"correct",1,"constrained"
346,"condition1","4","juede_contrastive",16,"觉得","juede",7794,46,"juede",NA,"correct",1,"constrained"
346,"condition1","4","yiwei_unclear",109,"以为","yiwei",9580,47,"yiwei",NA,"correct",1,"unconstrained"
346,"condition1","4","yiwei_contrastive",4,"以为","yiwei",31447,48,"yiwei",NA,"correct",1,"constrained"
346,"condition1","4","juede_unclear",114,"觉得","juede",14045,49,"juede",NA,"correct",1,"unconstrained"
323,"condition1","0","juede_unclear",120,"觉得","juede",41443,1,"juede",NA,"correct",1,"unconstrained"
323,"condition1","0","yiwei_contrastive",7,"以为","yiwei",65764,3,"yiwei",NA,"correct",1,"constrained"
323,"condition1","0","yiwei_contrastive",10,"觉得","juede",30431,4,"yiwei",NA,"incorrect",0,"constrained"
323,"condition1","0","juede_contrastive",18,"觉得","juede",41577,6,"juede",NA,"correct",1,"constrained"
323,"condition1","0","juede_contrastive",17,"以为","yiwei",36000,7,"juede",NA,"incorrect",0,"constrained"
323,"condition1","0","yiwei_unclear",102,"觉得","juede",44148,8,"yiwei",NA,"incorrect",0,"unconstrained"
323,"condition1","0","yiwei_unclear",109,"以为","yiwei",32122,9,"yiwei",NA,"correct",1,"unconstrained"
323,"condition1","0","juede_unclear",116,"以为","yiwei",55602,10,"juede",NA,"incorrect",0,"unconstrained"
323,"condition1","1","yiwei_contrastive",9,"以为","yiwei",67796,12,"yiwei",NA,"correct",1,"constrained"
323,"condition1","1","juede_contrastive",15,"觉得","juede",51624,13,"juede",NA,"correct",1,"constrained"
323,"condition1","1","yiwei_contrastive",4,"以为","yiwei",53176,15,"yiwei",NA,"correct",1,"constrained"
323,"condition1","1","juede_contrastive",13,"觉得","juede",33166,16,"juede",NA,"correct",1,"constrained"
323,"condition1","1","juede_unclear",119,"觉得","juede",24806,17,"juede",NA,"correct",1,"unconstrained"
323,"condition1","1","yiwei_unclear",106,"以为","yiwei",29366,18,"yiwei",NA,"correct",1,"unconstrained"
323,"condition1","1","juede_unclear",115,"觉得","juede",56746,19,"juede",NA,"correct",1,"unconstrained"
323,"condition1","1","yiwei_unclear",110,"以为","yiwei",35575,20,"yiwei",NA,"correct",1,"unconstrained"
323,"condition1","2","yiwei_contrastive",2,"以为","yiwei",17527,21,"yiwei",NA,"correct",1,"constrained"
323,"condition1","2","yiwei_unclear",104,"以为","yiwei",22933,22,"yiwei",NA,"correct",1,"unconstrained"
323,"condition1","2","yiwei_unclear",107,"觉得","juede",25948,23,"yiwei",NA,"incorrect",0,"unconstrained"
323,"condition1","2","juede_contrastive",20,"觉得","juede",47536,24,"juede",NA,"correct",1,"constrained"
323,"condition1","2","yiwei_contrastive",3,"以为","yiwei",19488,25,"yiwei",NA,"correct",1,"constrained"
323,"condition1","2","juede_unclear",114,"觉得","juede",51664,27,"juede",NA,"correct",1,"unconstrained"
323,"condition1","2","juede_unclear",118,"觉得","juede",41458,29,"juede",NA,"correct",1,"unconstrained"
323,"condition1","2","juede_contrastive",16,"觉得","juede",26992,30,"juede",NA,"correct",1,"constrained"
323,"condition1","3","yiwei_unclear",105,"以为","yiwei",42644,31,"yiwei",NA,"correct",1,"unconstrained"
323,"condition1","3","juede_contrastive",14,"觉得","juede",19553,33,"juede",NA,"correct",1,"constrained"
323,"condition1","3","juede_unclear",111,"觉得","juede",11536,35,"juede",NA,"correct",1,"unconstrained"
323,"condition1","3","yiwei_unclear",103,"以为","yiwei",22402,36,"yiwei",NA,"correct",1,"unconstrained"
323,"condition1","3","juede_unclear",112,"觉得","juede",28329,37,"juede",NA,"correct",1,"unconstrained"
323,"condition1","3","yiwei_contrastive",8,"以为","yiwei",38895,38,"yiwei",NA,"correct",1,"constrained"
323,"condition1","3","yiwei_contrastive",6,"以为","yiwei",22724,39,"yiwei",NA,"correct",1,"constrained"
323,"condition1","3","juede_contrastive",11,"觉得","juede",27437,40,"juede",NA,"correct",1,"constrained"
323,"condition1","4","juede_unclear",113,"觉得","juede",27028,41,"juede",NA,"correct",1,"unconstrained"
323,"condition1","4","juede_unclear",117,"觉得","juede",29886,43,"juede",NA,"correct",1,"unconstrained"
323,"condition1","4","yiwei_unclear",108,"以为","yiwei",35594,44,"yiwei",NA,"correct",1,"unconstrained"
323,"condition1","4","yiwei_unclear",101,"以为","yiwei",44398,45,"yiwei",NA,"correct",1,"unconstrained"
323,"condition1","4","juede_contrastive",19,"觉得","juede",39258,46,"juede",NA,"correct",1,"constrained"
323,"condition1","4","yiwei_contrastive",5,"以为","yiwei",19552,47,"yiwei",NA,"correct",1,"constrained"
323,"condition1","4","juede_contrastive",12,"觉得","juede",51294,49,"juede",NA,"correct",1,"constrained"
323,"condition1","4","yiwei_contrastive",1,"以为","yiwei",15935,50,"yiwei",NA,"correct",1,"constrained"
359,"condition1","0","juede_contrastive",19,"觉得","juede",18724,1,"juede",NA,"correct",1,"constrained"
359,"condition1","0","juede_contrastive",18,"觉得","juede",23733,2,"juede",NA,"correct",1,"constrained"
359,"condition1","0","yiwei_contrastive",6,"以为","yiwei",12609,3,"yiwei",NA,"correct",1,"constrained"
359,"condition1","0","yiwei_contrastive",7,"以为","yiwei",13101,5,"yiwei",NA,"correct",1,"constrained"
359,"condition1","0","yiwei_unclear",108,"觉得","juede",20388,6,"yiwei",NA,"incorrect",0,"unconstrained"
359,"condition1","0","yiwei_unclear",110,"以为","yiwei",19842,7,"yiwei",NA,"correct",1,"unconstrained"
359,"condition1","0","juede_unclear",116,"觉得","juede",24244,8,"juede",NA,"correct",1,"unconstrained"
359,"condition1","0","juede_unclear",117,"觉得","juede",31745,10,"juede",NA,"correct",1,"unconstrained"
359,"condition1","1","yiwei_contrastive",8,"以为","yiwei",23777,11,"yiwei",NA,"correct",1,"constrained"
359,"condition1","1","juede_unclear",113,"觉得","juede",12269,13,"juede",NA,"correct",1,"unconstrained"
359,"condition1","1","juede_contrastive",17,"以为","yiwei",11875,14,"juede",NA,"incorrect",0,"constrained"
359,"condition1","1","yiwei_unclear",107,"以为","yiwei",19017,15,"yiwei",NA,"correct",1,"unconstrained"
359,"condition1","1","yiwei_unclear",101,"以为","yiwei",18150,16,"yiwei",NA,"correct",1,"unconstrained"
359,"condition1","1","yiwei_contrastive",10,"以为","yiwei",12209,17,"yiwei",NA,"correct",1,"constrained"
359,"condition1","1","juede_contrastive",12,"觉得","juede",14191,19,"juede",NA,"correct",1,"constrained"
359,"condition1","1","juede_unclear",119,"觉得","juede",11859,20,"juede",NA,"correct",1,"unconstrained"
359,"condition1","2","yiwei_contrastive",1,"以为","yiwei",13110,21,"yiwei",NA,"correct",1,"constrained"
359,"condition1","2","juede_contrastive",14,"觉得","juede",15414,22,"juede",NA,"correct",1,"constrained"
359,"condition1","2","yiwei_unclear",104,"以为","yiwei",14240,24,"yiwei",NA,"correct",1,"unconstrained"
359,"condition1","2","yiwei_unclear",106,"以为","yiwei",14872,25,"yiwei",NA,"correct",1,"unconstrained"
359,"condition1","2","juede_unclear",115,"觉得","juede",14080,27,"juede",NA,"correct",1,"unconstrained"
359,"condition1","2","juede_unclear",111,"觉得","juede",13548,28,"juede",NA,"correct",1,"unconstrained"
359,"condition1","2","juede_contrastive",15,"觉得","juede",25172,29,"juede",NA,"correct",1,"constrained"
359,"condition1","2","yiwei_contrastive",2,"以为","yiwei",12151,30,"yiwei",NA,"correct",1,"constrained"
359,"condition1","3","juede_unclear",114,"觉得","juede",16021,32,"juede",NA,"correct",1,"unconstrained"
359,"condition1","3","juede_contrastive",11,"觉得","juede",11842,34,"juede",NA,"correct",1,"constrained"
359,"condition1","3","yiwei_unclear",103,"以为","yiwei",18348,35,"yiwei",NA,"correct",1,"unconstrained"
359,"condition1","3","yiwei_contrastive",9,"觉得","juede",27373,36,"yiwei",NA,"incorrect",0,"constrained"
359,"condition1","3","yiwei_unclear",109,"以为","yiwei",30372,37,"yiwei",NA,"correct",1,"unconstrained"
359,"condition1","3","juede_contrastive",16,"觉得","juede",15338,38,"juede",NA,"correct",1,"constrained"
359,"condition1","3","yiwei_contrastive",3,"以为","yiwei",12935,39,"yiwei",NA,"correct",1,"constrained"
359,"condition1","3","juede_unclear",118,"觉得","juede",16567,40,"juede",NA,"correct",1,"unconstrained"
359,"condition1","4","yiwei_unclear",105,"以为","yiwei",13906,41,"yiwei",NA,"correct",1,"unconstrained"
359,"condition1","4","juede_contrastive",13,"觉得","juede",15494,42,"juede",NA,"correct",1,"constrained"
359,"condition1","4","juede_contrastive",20,"觉得","juede",13397,43,"juede",NA,"correct",1,"constrained"
359,"condition1","4","juede_unclear",112,"觉得","juede",16854,45,"juede",NA,"correct",1,"unconstrained"
359,"condition1","4","juede_unclear",120,"以为","yiwei",11483,46,"juede",NA,"incorrect",0,"unconstrained"
359,"condition1","4","yiwei_unclear",102,"觉得","juede",18810,47,"yiwei",NA,"incorrect",0,"unconstrained"
359,"condition1","4","yiwei_contrastive",5,"以为","yiwei",6771,48,"yiwei",NA,"correct",1,"constrained"
359,"condition1","4","yiwei_contrastive",4,"以为","yiwei",12244,50,"yiwei",NA,"correct",1,"constrained"
337,"condition1","0","yiwei_contrastive",4,"以为","yiwei",31292,3,"yiwei",NA,"correct",1,"constrained"
337,"condition1","0","juede_contrastive",18,"觉得","juede",16526,4,"juede",NA,"correct",1,"constrained"
337,"condition1","0","yiwei_unclear",106,"以为","yiwei",24286,5,"yiwei",NA,"correct",1,"unconstrained"
337,"condition1","0","yiwei_contrastive",9,"以为","yiwei",25503,6,"yiwei",NA,"correct",1,"constrained"
337,"condition1","0","juede_unclear",118,"觉得","juede",21234,7,"juede",NA,"correct",1,"unconstrained"
337,"condition1","0","juede_contrastive",16,"觉得","juede",55248,8,"juede",NA,"correct",1,"constrained"
337,"condition1","0","yiwei_unclear",110,"以为","yiwei",15194,9,"yiwei",NA,"correct",1,"unconstrained"
337,"condition1","0","juede_unclear",114,"觉得","juede",13692,10,"juede",NA,"correct",1,"unconstrained"
337,"condition1","1","juede_contrastive",15,"觉得","juede",34568,11,"juede",NA,"correct",1,"constrained"
337,"condition1","1","yiwei_unclear",103,"以为","yiwei",16362,12,"yiwei",NA,"correct",1,"unconstrained"
337,"condition1","1","yiwei_contrastive",6,"以为","yiwei",11446,13,"yiwei",NA,"correct",1,"constrained"
337,"condition1","1","juede_unclear",111,"觉得","juede",8896,14,"juede",NA,"correct",1,"unconstrained"
337,"condition1","1","juede_contrastive",12,"觉得","juede",12812,15,"juede",NA,"correct",1,"constrained"
337,"condition1","1","juede_unclear",113,"觉得","juede",12092,16,"juede",NA,"correct",1,"unconstrained"
337,"condition1","1","yiwei_contrastive",10,"以为","yiwei",11968,17,"yiwei",NA,"correct",1,"constrained"
337,"condition1","1","yiwei_unclear",105,"以为","yiwei",75422,18,"yiwei",NA,"correct",1,"unconstrained"
