workerid,proliferate.condition,block_id,condition,item_id,response,rt,trial_num,verb,error,answer,response_correct,response_clean,response_type,response_num,discourse_type
512,condition1,4,yiwei_contrastive,6,觉得,10598,47,yiwei,NA,NA,NA,juede,non-belief,0,constrained
512,condition1,4,juede_contrastive,18,怕,12785,49,juede,NA,NA,NA,other,non-emotion,0,constrained
512,condition1,4,juede_contrastive,13,就,39558,50,juede,NA,NA,NA,other,other,0,constrained
518,condition1,0,juede_contrastive,15,看,24463,1,juede,NA,NA,NA,other,non-other,0,constrained
518,condition1,0,yiwei_contrastive,3,就,30193,2,yiwei,NA,NA,NA,other,other,0,constrained
518,condition1,0,juede_unclear,118,看,18368,4,juede,NA,NA,NA,other,non-other,0,unconstrained
518,condition1,0,juede_unclear,115,看,9702,6,juede,NA,NA,NA,other,non-other,0,unconstrained
518,condition1,0,yiwei_contrastive,8,还,19649,7,yiwei,NA,NA,NA,other,other,0,constrained
518,condition1,0,juede_contrastive,20,这,9691,8,juede,NA,NA,NA,other,other,0,constrained
518,condition1,0,yiwei_unclear,107,说,20655,9,yiwei,NA,NA,NA,other,non-say,0,unconstrained
518,condition1,0,yiwei_unclear,104,这,7501,10,yiwei,NA,NA,NA,other,other,0,unconstrained
518,condition1,1,yiwei_unclear,109,说,7862,11,yiwei,NA,NA,NA,other,non-say,0,unconstrained
518,condition1,1,juede_contrastive,17,就,9394,12,juede,NA,NA,NA,other,other,0,constrained
518,condition1,1,juede_unclear,114,看,11037,13,juede,NA,NA,NA,other,non-other,0,unconstrained
518,condition1,1,juede_unclear,112,觉得,28426,14,juede,NA,NA,NA,juede,non-belief,1,unconstrained
518,condition1,1,yiwei_unclear,105,不过,16755,17,yiwei,NA,NA,NA,other,other,0,unconstrained
518,condition1,1,yiwei_contrastive,9,看,5090,18,yiwei,NA,NA,NA,other,non-other,0,constrained
518,condition1,1,juede_contrastive,18,的,7910,19,juede,NA,NA,NA,other,other,0,constrained
518,condition1,1,yiwei_contrastive,1,说,16689,20,yiwei,NA,NA,NA,other,non-say,0,constrained
518,condition1,2,juede_unclear,120,把,28194,21,juede,NA,NA,NA,other,other,0,unconstrained
518,condition1,2,juede_contrastive,19,是,13737,22,juede,NA,NA,NA,other,other,0,constrained
518,condition1,2,juede_contrastive,16,的,4623,23,juede,NA,NA,NA,other,other,0,constrained
518,condition1,2,yiwei_unclear,103,以为,14198,24,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
518,condition1,2,juede_unclear,113,说,6222,26,juede,NA,NA,NA,other,non-say,0,unconstrained
518,condition1,2,yiwei_unclear,101,以为,7697,27,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
518,condition1,2,yiwei_contrastive,4,觉得,16768,28,yiwei,NA,NA,NA,juede,non-belief,0,constrained
518,condition1,2,yiwei_contrastive,7,看,10500,30,yiwei,NA,NA,NA,other,non-other,0,constrained
518,condition1,3,yiwei_contrastive,2,看,4012,31,yiwei,NA,NA,NA,other,non-other,0,constrained
518,condition1,3,yiwei_unclear,108,这样想,16526,32,yiwei,NA,NA,NA,other,ambiguous want,0,unconstrained
518,condition1,3,juede_unclear,117,藏,9847,33,juede,NA,NA,NA,other,other,0,unconstrained
518,condition1,3,juede_contrastive,14,的,6062,34,juede,NA,NA,NA,other,other,0,constrained
518,condition1,3,yiwei_contrastive,6,的,5219,35,yiwei,NA,NA,NA,other,other,0,constrained
518,condition1,3,juede_contrastive,13,说,10129,37,juede,NA,NA,NA,other,non-say,0,constrained
518,condition1,3,juede_unclear,119,说,9028,39,juede,NA,NA,NA,other,non-say,0,unconstrained
518,condition1,3,yiwei_unclear,110,看,10097,40,yiwei,NA,NA,NA,other,non-other,0,unconstrained
518,condition1,4,yiwei_contrastive,5,觉得,16086,41,yiwei,NA,NA,NA,juede,non-belief,0,constrained
518,condition1,4,juede_contrastive,12,看,3910,42,juede,NA,NA,NA,other,non-other,0,constrained
518,condition1,4,juede_unclear,111,觉得,22981,44,juede,NA,NA,NA,juede,non-belief,1,unconstrained
518,condition1,4,juede_unclear,116,看,5415,45,juede,NA,NA,NA,other,non-other,0,unconstrained
518,condition1,4,yiwei_contrastive,10,以为,6456,46,yiwei,NA,NA,NA,yiwei,contra,1,constrained
518,condition1,4,yiwei_unclear,106,这,7931,47,yiwei,NA,NA,NA,other,other,0,unconstrained
518,condition1,4,yiwei_unclear,102,说,16940,48,yiwei,NA,NA,NA,other,non-say,0,unconstrained
518,condition1,4,juede_contrastive,11,我看,9523,50,juede,NA,NA,NA,other,non-other,0,constrained
451,condition1,0,yiwei_contrastive,9,做,20463,1,yiwei,NA,NA,NA,other,other,0,constrained
451,condition1,0,yiwei_contrastive,3,就,20065,3,yiwei,NA,NA,NA,other,other,0,constrained
451,condition1,0,juede_contrastive,12,看,3782,4,juede,NA,NA,NA,other,non-other,0,constrained
451,condition1,0,yiwei_unclear,109,赶,5344,5,yiwei,NA,NA,NA,other,other,0,unconstrained
451,condition1,0,juede_contrastive,16,打开,14055,6,juede,NA,NA,NA,other,other,0,constrained
451,condition1,0,juede_unclear,116,猜,14592,7,juede,NA,NA,NA,other,non-belief,0,unconstrained
451,condition1,0,yiwei_unclear,104,打,29473,8,yiwei,NA,NA,NA,other,other,0,unconstrained
451,condition1,0,juede_unclear,114,晒,19408,9,juede,NA,NA,NA,other,other,0,unconstrained
451,condition1,1,yiwei_unclear,103,发现,9912,12,yiwei,NA,NA,NA,other,factive-other,0,unconstrained
451,condition1,1,yiwei_unclear,110,让,9353,13,yiwei,NA,NA,NA,other,other,0,unconstrained
451,condition1,1,yiwei_contrastive,5,猜,4223,14,yiwei,NA,NA,NA,other,non-belief,0,constrained
451,condition1,1,juede_unclear,115,猜,6504,15,juede,NA,NA,NA,other,non-belief,0,unconstrained
451,condition1,1,juede_unclear,118,认为,7448,16,juede,NA,NA,NA,other,non-belief,0,unconstrained
451,condition1,1,yiwei_contrastive,8,猜,13271,17,yiwei,NA,NA,NA,other,non-belief,0,constrained
451,condition1,1,juede_contrastive,20,说,26144,18,juede,NA,NA,NA,other,non-say,0,constrained
451,condition1,1,juede_contrastive,11,戴,13207,20,juede,NA,NA,NA,other,other,0,constrained
451,condition1,2,juede_contrastive,18,说,4458,22,juede,NA,NA,NA,other,non-say,0,constrained
451,condition1,2,yiwei_unclear,106,凭,9031,23,yiwei,NA,NA,NA,other,other,0,unconstrained
451,condition1,2,yiwei_unclear,105,喜欢,37288,24,yiwei,NA,NA,NA,other,other,0,unconstrained
451,condition1,2,juede_unclear,113,认为,5592,25,juede,NA,NA,NA,other,non-belief,0,unconstrained
451,condition1,2,yiwei_contrastive,4,认为,7080,27,yiwei,NA,NA,NA,other,non-belief,0,constrained
451,condition1,2,juede_contrastive,15,猜,23360,28,juede,NA,NA,NA,other,non-belief,0,constrained
451,condition1,2,juede_unclear,117,放,4616,29,juede,NA,NA,NA,other,other,0,unconstrained
451,condition1,2,yiwei_contrastive,7,猜,7752,30,yiwei,NA,NA,NA,other,non-belief,0,constrained
451,condition1,3,juede_contrastive,14,工作,17855,33,juede,NA,NA,NA,other,other,0,constrained
451,condition1,3,yiwei_unclear,107,认为,6239,34,yiwei,NA,NA,NA,other,non-belief,0,unconstrained
451,condition1,3,yiwei_contrastive,1,叫,7177,35,yiwei,NA,NA,NA,other,non-say,0,constrained
451,condition1,3,juede_contrastive,17,认为,12761,36,juede,NA,NA,NA,other,non-belief,0,constrained
451,condition1,3,yiwei_contrastive,6,猜,3288,37,yiwei,NA,NA,NA,other,non-belief,0,constrained
451,condition1,3,juede_unclear,120,把,20167,38,juede,NA,NA,NA,other,other,0,unconstrained
451,condition1,3,yiwei_unclear,102,猜,7807,39,yiwei,NA,NA,NA,other,non-belief,0,unconstrained
451,condition1,3,juede_unclear,111,认为,5250,40,juede,NA,NA,NA,other,non-belief,0,unconstrained
451,condition1,4,yiwei_contrastive,10,以为,33889,42,yiwei,NA,NA,NA,yiwei,contra,1,constrained
451,condition1,4,yiwei_unclear,108,任职,15024,43,yiwei,NA,NA,NA,other,other,0,unconstrained
451,condition1,4,juede_contrastive,19,认为,25399,44,juede,NA,NA,NA,other,non-belief,0,constrained
451,condition1,4,juede_contrastive,13,拿的,16033,45,juede,NA,NA,NA,other,other,0,constrained
451,condition1,4,juede_unclear,112,认为,11751,46,juede,NA,NA,NA,other,non-belief,0,unconstrained
451,condition1,4,yiwei_unclear,101,认为,8192,47,yiwei,NA,NA,NA,other,non-belief,0,unconstrained
451,condition1,4,yiwei_contrastive,2,猜,8232,48,yiwei,NA,NA,NA,other,non-belief,0,constrained
451,condition1,4,juede_unclear,119,认为,7064,49,juede,NA,NA,NA,other,non-belief,0,unconstrained
502,condition1,0,juede_contrastive,15,打,17240,1,juede,NA,NA,NA,other,other,0,constrained
502,condition1,0,juede_unclear,114,見,20729,2,juede,NA,NA,NA,other,other,0,unconstrained
502,condition1,0,juede_contrastive,20,看,11717,4,juede,NA,NA,NA,other,non-other,0,constrained
502,condition1,0,yiwei_unclear,109,放,17561,5,yiwei,NA,NA,NA,other,other,0,unconstrained
502,condition1,0,yiwei_contrastive,6,想,13503,6,yiwei,NA,NA,NA,other,ambiguous want,0,constrained
502,condition1,0,juede_unclear,118,猜,6438,7,juede,NA,NA,NA,other,non-belief,0,unconstrained
502,condition1,0,yiwei_unclear,104,看,7806,8,yiwei,NA,NA,NA,other,non-other,0,unconstrained
502,condition1,0,yiwei_contrastive,9,想,5599,10,yiwei,NA,NA,NA,other,ambiguous want,0,constrained
502,condition1,1,juede_unclear,111,認為,8716,11,juede,NA,NA,NA,other,non-belief,0,unconstrained
502,condition1,1,yiwei_contrastive,10,估計,20203,12,yiwei,NA,NA,NA,other,other,0,constrained
502,condition1,1,yiwei_contrastive,4,猜,21495,14,yiwei,NA,NA,NA,other,non-belief,0,constrained
502,condition1,1,juede_contrastive,11,看來,12434,15,juede,NA,NA,NA,other,other,0,constrained
502,condition1,1,yiwei_unclear,103,以為,9635,16,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
502,condition1,1,juede_contrastive,13,拿着的,18705,17,juede,NA,NA,NA,other,other,0,constrained
502,condition1,1,juede_unclear,113,提出的,10343,18,juede,NA,NA,NA,other,other,0,unconstrained
502,condition1,1,yiwei_unclear,108,認同,17998,19,yiwei,NA,NA,NA,other,other,0,unconstrained
502,condition1,2,juede_contrastive,17,看,10929,21,juede,NA,NA,NA,other,non-other,0,constrained
502,condition1,2,juede_contrastive,18,怕害,16021,23,juede,NA,NA,NA,other,non-emotion,0,constrained
502,condition1,2,juede_unclear,116,覺得,21455,24,juede,NA,NA,NA,juede,non-belief,1,unconstrained
502,condition1,2,yiwei_contrastive,5,以為,5634,25,yiwei,NA,NA,NA,yiwei,contra,1,constrained
502,condition1,2,yiwei_unclear,102,擔心,16364,26,yiwei,NA,NA,NA,other,non-emotion,0,unconstrained
502,condition1,2,yiwei_unclear,101,以為,9632,27,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
502,condition1,2,juede_unclear,120,擔心,25035,28,juede,NA,NA,NA,other,non-emotion,0,unconstrained
502,condition1,2,yiwei_contrastive,8,看,33180,29,yiwei,NA,NA,NA,other,non-other,0,constrained
502,condition1,3,yiwei_contrastive,3,看,67988,31,yiwei,NA,NA,NA,other,non-other,0,constrained
502,condition1,3,juede_contrastive,12,認為,9424,32,juede,NA,NA,NA,other,non-belief,0,constrained
502,condition1,3,juede_unclear,119,抱着,22190,33,juede,NA,NA,NA,other,other,0,unconstrained
502,condition1,3,juede_unclear,112,想,24395,34,juede,NA,NA,NA,other,non-belief,0,unconstrained
502,condition1,3,yiwei_unclear,110,想,7727,35,yiwei,NA,NA,NA,other,non-belief,0,unconstrained
502,condition1,3,juede_contrastive,14,想,8198,36,juede,NA,NA,NA,other,ambiguous want,0,constrained
502,condition1,3,yiwei_unclear,107,覺得,8628,38,yiwei,NA,NA,NA,juede,non-belief,0,unconstrained
502,condition1,3,yiwei_contrastive,2,以為,8146,39,yiwei,NA,NA,NA,yiwei,contra,1,constrained
502,condition1,4,yiwei_contrastive,1,覺得,11707,41,yiwei,NA,NA,NA,juede,non-belief,0,constrained
502,condition1,4,juede_contrastive,16,拿的,12476,42,juede,NA,NA,NA,other,other,0,constrained
502,condition1,4,juede_unclear,117,放了,9337,44,juede,NA,NA,NA,other,other,0,unconstrained
502,condition1,4,juede_unclear,115,不認為,11515,45,juede,NA,NA,NA,other,non-belief,0,unconstrained
502,condition1,4,yiwei_contrastive,7,認為,12818,46,yiwei,NA,NA,NA,other,non-belief,0,constrained
502,condition1,4,yiwei_unclear,105,想,6756,47,yiwei,NA,NA,NA,other,non-belief,0,unconstrained
502,condition1,4,yiwei_unclear,106,像,13520,48,yiwei,NA,NA,NA,other,other,0,unconstrained
502,condition1,4,juede_contrastive,19,畫得,15679,50,juede,NA,NA,NA,other,other,0,constrained
485,condition1,0,juede_unclear,112,真的觉得,20201,1,juede,NA,NA,NA,juede,non-belief,1,unconstrained
485,condition1,0,yiwei_unclear,110,听说,9904,2,yiwei,NA,NA,NA,other,non-say,0,unconstrained
485,condition1,0,juede_contrastive,18,管理的,48492,3,juede,NA,NA,NA,other,other,0,constrained
485,condition1,0,yiwei_contrastive,2,看到,6712,4,yiwei,NA,NA,NA,other,factive-other,0,constrained
485,condition1,0,juede_contrastive,20,来到的,40032,5,juede,NA,NA,NA,other,other,0,constrained
485,condition1,0,yiwei_contrastive,10,觉得我,74770,7,yiwei,NA,NA,NA,juede,non-belief,0,constrained
485,condition1,0,juede_unclear,111,发现,4719,8,juede,NA,NA,NA,other,factive-other,0,unconstrained
485,condition1,0,yiwei_unclear,107,是男的而,21913,10,yiwei,NA,NA,NA,other,other,0,unconstrained
485,condition1,1,juede_unclear,117,藏,13686,12,juede,NA,NA,NA,other,other,0,unconstrained
485,condition1,1,yiwei_contrastive,4,喜欢,11294,13,yiwei,NA,NA,NA,other,other,0,constrained
485,condition1,1,yiwei_unclear,103,给他的,34075,15,yiwei,NA,NA,NA,other,other,0,unconstrained
485,condition1,1,yiwei_contrastive,5,和,11802,16,yiwei,NA,NA,NA,other,other,0,constrained
485,condition1,1,juede_contrastive,13,买的,17034,17,juede,NA,NA,NA,other,other,0,constrained
485,condition1,1,juede_unclear,116,死,18049,18,juede,NA,NA,NA,other,other,0,unconstrained
485,condition1,1,juede_contrastive,17,觉得,13550,19,juede,NA,NA,NA,juede,non-belief,1,constrained
485,condition1,1,yiwei_unclear,102,说,11438,20,yiwei,NA,NA,NA,other,non-say,0,unconstrained
485,condition1,2,juede_unclear,120,站在,9536,22,juede,NA,NA,NA,other,other,0,unconstrained
485,condition1,2,yiwei_contrastive,3,想的,9776,24,yiwei,NA,NA,NA,other,other,0,constrained
485,condition1,2,juede_contrastive,15,画的,19078,25,juede,NA,NA,NA,other,other,0,constrained
485,condition1,2,juede_unclear,114,看到,19731,26,juede,NA,NA,NA,other,factive-other,0,unconstrained
485,condition1,2,yiwei_unclear,108,犯错了，这就,23963,27,yiwei,NA,NA,NA,other,other,0,unconstrained
485,condition1,2,yiwei_contrastive,9,想,7774,28,yiwei,NA,NA,NA,other,ambiguous want,0,constrained
485,condition1,2,yiwei_unclear,101,会觉得,6466,29,yiwei,NA,NA,NA,juede,non-belief,0,unconstrained
485,condition1,2,juede_contrastive,16,买的,5135,30,juede,NA,NA,NA,other,other,0,constrained
485,condition1,3,juede_contrastive,11,我看,10119,31,juede,NA,NA,NA,other,non-other,0,constrained
485,condition1,3,yiwei_unclear,106,发现,51721,32,yiwei,NA,NA,NA,other,factive-other,0,unconstrained
485,condition1,3,juede_contrastive,14,找到,10930,33,juede,NA,NA,NA,other,other,0,constrained
485,condition1,3,juede_unclear,119,伺候,10682,34,juede,NA,NA,NA,other,other,0,unconstrained
485,condition1,3,yiwei_unclear,105,玩的,19712,35,yiwei,NA,NA,NA,other,other,0,unconstrained
485,condition1,3,yiwei_contrastive,1,说,15648,36,yiwei,NA,NA,NA,other,non-say,0,constrained
485,condition1,3,juede_unclear,113,都说,7376,38,juede,NA,NA,NA,other,non-say,0,unconstrained
485,condition1,3,yiwei_contrastive,7,觉得,7252,40,yiwei,NA,NA,NA,juede,non-belief,0,constrained
485,condition1,4,yiwei_contrastive,8,买的,8468,41,yiwei,NA,NA,NA,other,other,0,constrained
485,condition1,4,yiwei_unclear,109,希望,22948,42,yiwei,NA,NA,NA,other,other,0,unconstrained
485,condition1,4,yiwei_unclear,104,看好,31278,43,yiwei,NA,NA,NA,other,other,0,unconstrained
485,condition1,4,yiwei_contrastive,6,喜欢吃的,19926,44,yiwei,NA,NA,NA,other,other,0,constrained
485,condition1,4,juede_contrastive,12,认为,7360,45,juede,NA,NA,NA,other,non-belief,0,constrained
485,condition1,4,juede_contrastive,19,做的,24556,48,juede,NA,NA,NA,other,other,0,constrained
485,condition1,4,juede_unclear,115,发现,6836,49,juede,NA,NA,NA,other,factive-other,0,unconstrained
485,condition1,4,juede_unclear,118,去追,19397,50,juede,NA,NA,NA,other,other,0,unconstrained
506,condition1,0,yiwei_contrastive,3,想,21334,1,yiwei,NA,NA,NA,other,ambiguous want,0,constrained
506,condition1,0,juede_contrastive,13,觉得,56516,2,juede,NA,NA,NA,juede,non-belief,1,constrained
506,condition1,0,juede_unclear,119,看,4907,3,juede,NA,NA,NA,other,non-other,0,unconstrained
506,condition1,0,juede_unclear,120,说,13988,4,juede,NA,NA,NA,other,non-say,0,unconstrained
506,condition1,0,yiwei_contrastive,9,想,6093,5,yiwei,NA,NA,NA,other,ambiguous want,0,constrained
506,condition1,0,yiwei_unclear,110,认为,9152,6,yiwei,NA,NA,NA,other,non-belief,0,unconstrained
506,condition1,0,juede_contrastive,20,说,76558,7,juede,NA,NA,NA,other,non-say,0,constrained
506,condition1,0,yiwei_unclear,106,剩,6667,10,yiwei,NA,NA,NA,other,other,0,unconstrained
506,condition1,1,juede_unclear,113,说,4946,11,juede,NA,NA,NA,other,non-say,0,unconstrained
506,condition1,1,juede_contrastive,16,看,5600,12,juede,NA,NA,NA,other,non-other,0,constrained
506,condition1,1,juede_unclear,111,觉得,5901,13,juede,NA,NA,NA,juede,non-belief,1,unconstrained
506,condition1,1,yiwei_contrastive,4,说,7150,15,yiwei,NA,NA,NA,other,non-say,0,constrained
506,condition1,1,yiwei_unclear,104,看,3696,16,yiwei,NA,NA,NA,other,non-other,0,unconstrained
506,condition1,1,yiwei_unclear,101,以为,5989,18,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
506,condition1,1,juede_contrastive,15,看,3600,19,juede,NA,NA,NA,other,non-other,0,constrained
506,condition1,1,yiwei_contrastive,2,以为,5482,20,yiwei,NA,NA,NA,yiwei,contra,1,constrained
506,condition1,2,juede_contrastive,12,觉得,6099,21,juede,NA,NA,NA,juede,non-belief,1,constrained
506,condition1,2,yiwei_contrastive,7,觉得,5171,22,yiwei,NA,NA,NA,juede,non-belief,0,constrained
506,condition1,2,yiwei_unclear,107,以为,4170,23,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
506,condition1,2,juede_unclear,114,看,5264,24,juede,NA,NA,NA,other,non-other,0,unconstrained
506,condition1,2,juede_unclear,118,觉得,3851,25,juede,NA,NA,NA,juede,non-belief,1,unconstrained
506,condition1,2,yiwei_contrastive,6,觉得,4318,27,yiwei,NA,NA,NA,juede,non-belief,0,constrained
506,condition1,2,yiwei_unclear,108,说,6658,28,yiwei,NA,NA,NA,other,non-say,0,unconstrained
506,condition1,2,juede_contrastive,19,觉得,4079,29,juede,NA,NA,NA,juede,non-belief,1,constrained
506,condition1,3,yiwei_contrastive,10,以为,3550,31,yiwei,NA,NA,NA,yiwei,contra,1,constrained
